player_id,player_name,team,position,gp,minutes,gmsc_per40,production_tier,rapm,o_rapm,d_rapm,rapm_tier,contested_shots_pg,deflections_pg,hustle_tier,off_rating,def_rating,net_rating,ts_pct,usg_pct
1629524,Bridget Carleton,PDX,F,32,972.9766666666668,14.742,upper rotation,NA,NA,NA,NA,NA,NA,NA,106.8,110.4,-3.6,0.575,0.196
1628881,Monique Billings,IND,F,32,666.67,14.694,upper rotation,NA,NA,NA,NA,NA,NA,NA,113.7,106.7,7,0.62,0.141
1630149,Satou Sabally,NYL,F,13,217.79833333333335,14.674,below threshold,NA,NA,NA,NA,NA,NA,NA,109.9,105,4.9,0.609,0.248
1627675,Courtney Williams,MIN,G,35,1073.1583333333333,14.671,upper rotation,NA,NA,NA,NA,NA,NA,NA,114,102.9,11.1,0.518,0.22
1628886,Jordin Canada,ATL,G,32,1014.7433333333332,14.644,upper rotation,NA,NA,NA,NA,NA,NA,NA,110.2,102.3,7.9,0.543,0.172
1642793,Aziaha James,DAL,G,34,392.40833333333336,14.556,upper rotation,NA,NA,NA,NA,NA,NA,NA,104.8,100,4.8,0.469,0.248
1643427,Lauren Betts,WAS,C,32,530.5483333333333,14.355,upper rotation,NA,NA,NA,NA,NA,NA,NA,94.9,98.5,-3.6,0.589,0.164
1643444,Ta'Niya Latson,LVA,G,14,89.705,14.224,below threshold,NA,NA,NA,NA,NA,NA,NA,99.5,116.1,-16.7,0.635,0.221
1642210,Julie Vanloo,NYL,G,5,81.14,14.099,below threshold,NA,NA,NA,NA,NA,NA,NA,114.7,96.6,18.1,0.773,0.159
1642287,Cameron Brink,LAS,F,24,434.35,14.072,upper rotation,NA,NA,NA,NA,NA,NA,NA,105.5,107.1,-1.6,0.602,0.229
1642290,Aaliyah Edwards,CON,F,21,404.22,14.052,upper rotation,NA,NA,NA,NA,NA,NA,NA,93.6,104.4,-10.8,0.587,0.217
1643445,Kiki Rice,TOR,G,17,435.6283333333334,14.049,upper rotation,NA,NA,NA,NA,NA,NA,NA,109.7,111.7,-2,0.612,0.176
1627674,Kahleah Copper,PHX,G,34,1115.5866666666666,13.969,upper rotation,NA,NA,NA,NA,NA,NA,NA,104.1,108.9,-4.8,0.55,0.283
1631136,Pauline Astier,NYL,G,34,796.675,13.682,upper rotation,NA,NA,NA,NA,NA,NA,NA,112.5,106.2,6.2,0.651,0.164
1642797,Anastasiia Olairi Kosu,MIN,F,27,296.49666666666667,13.653,below threshold,NA,NA,NA,NA,NA,NA,NA,114.9,98.4,16.5,0.559,0.163
1642822,Kaitlyn Chen,GSV,G,33,480.6216666666666,13.374,upper rotation,NA,NA,NA,NA,NA,NA,NA,107.1,102,5.1,0.613,0.207
1631083,Emily Engstler,PDX,F,33,787.325,13.209,rotation,NA,NA,NA,NA,NA,NA,NA,103.3,109.8,-6.4,0.551,0.178
1629481,Arike Ogunbowale,DAL,G,34,1011.9316666666666,13.159,rotation,NA,NA,NA,NA,NA,NA,NA,108,106.8,1.2,0.53,0.223
203833,Chelsea Gray,LVA,G,33,1100.845,13.146,rotation,NA,NA,NA,NA,NA,NA,NA,113.7,106.3,7.4,0.585,0.178
1628922,Azura Stevens,CHI,F,25,615.755,13.038,rotation,NA,NA,NA,NA,NA,NA,NA,105.4,111.5,-6.2,0.497,0.219
1643527,Jordan Harrison,PDX,G,7,98.90166666666669,12.942,below threshold,NA,NA,NA,NA,NA,NA,NA,104.3,114.3,-10,0.56,0.197
201886,DeWanna Bonner,PHX,F,35,957.7483333333332,12.914,rotation,NA,NA,NA,NA,NA,NA,NA,102.6,106.1,-3.5,0.515,0.172
1643428,Flau'jae Johnson,SEA,G,34,959.745,12.866,rotation,NA,NA,NA,NA,NA,NA,NA,104.4,106.7,-2.3,0.498,0.246
1642782,Sarah Ashlee Barker,PDX,G,26,642.1533333333333,12.813,rotation,NA,NA,NA,NA,NA,NA,NA,103.1,107.5,-4.4,0.603,0.188
1642817,Hailey Van Lith,CON,G,13,190.78166666666667,12.643,below threshold,NA,NA,NA,NA,NA,NA,NA,94.3,107.9,-13.7,0.585,0.179
1643453,Grace VanSlooten,IND,F,15,79.88833333333334,12.618,below threshold,NA,NA,NA,NA,NA,NA,NA,90.7,114.5,-23.8,0.805,0.108
1642307,Mackenzie Holmes,SEA,F,22,233.84166666666667,12.556,below threshold,NA,NA,NA,NA,NA,NA,NA,86.2,100.4,-14.2,0.662,0.106
1630154,Kamiah Smalls,PDX,F,2,30.176666666666662,12.46,below threshold,NA,NA,NA,NA,NA,NA,NA,93.5,124.2,-30.6,0.718,0.197
1643505,Jovana Nogic,PHX,G,16,322.51,12.378,rotation,NA,NA,NA,NA,NA,NA,NA,106.3,105.4,0.9,0.612,0.214
204333,Natasha Cloud,CHI,G,33,941.2966666666666,12.362,rotation,NA,NA,NA,NA,NA,NA,NA,104.5,107.6,-3,0.599,0.16
1643490,Eliska Joklova,MIN,G,18,104.275,12.275,below threshold,NA,NA,NA,NA,NA,NA,NA,112.3,102.4,9.9,0.558,0.176
1630996,Rae Burrell,LAS,G,32,919.7,12.243,rotation,NA,NA,NA,NA,NA,NA,NA,106.7,114.1,-7.3,0.575,0.208
1642786,Aicha Coulibaly,CHI,G,23,315.215,12.131,below threshold,NA,NA,NA,NA,NA,NA,NA,110.7,101.5,9.2,0.547,0.161
1642303,Leila Lacan,CON,G,22,633.7966666666666,12.099,rotation,NA,NA,NA,NA,NA,NA,NA,97.1,104.8,-7.8,0.506,0.212
1627700,Julie Allemand,TOR,G,26,759.38,12.041,rotation,NA,NA,NA,NA,NA,NA,NA,106,112.1,-6.1,0.714,0.094
1643425,Azzi Fudd,DAL,G,30,950.0933333333334,11.965,rotation,NA,NA,NA,NA,NA,NA,NA,112.4,105.5,6.9,0.558,0.176
1629482,Sophie Cunningham,IND,G,32,736.1,11.949,rotation,NA,NA,NA,NA,NA,NA,NA,113.2,105.9,7.2,0.689,0.133
1642320,Jaylyn Sherrod,ATL,G,8,50.62833333333333,11.93,below threshold,NA,NA,NA,NA,NA,NA,NA,118.6,104.5,14.2,0.448,0.202
1630386,Awak Kuier,DAL,F,31,491.89,11.881,rotation,NA,NA,NA,NA,NA,NA,NA,107.9,102,5.9,0.584,0.156
1641650,Haley Jones,DAL,G,6,58.8,11.769,below threshold,NA,NA,NA,NA,NA,NA,NA,104.7,116.1,-11.4,0.634,0.2
1631141,Jade Melbourne,SEA,G,34,826.7183333333334,11.67,rotation,NA,NA,NA,NA,NA,NA,NA,98.9,105.1,-6.1,0.574,0.17
1643488,Emma Cechova,MIN,F,3,51.803333333333335,11.659,below threshold,NA,NA,NA,NA,NA,NA,NA,96.5,107.2,-10.7,0.64,0.19
203822,Rebekah Gardner,NYL,G,32,486.9216666666667,11.64,rotation,NA,NA,NA,NA,NA,NA,NA,103.8,102,1.8,0.568,0.143
1628269,Nia Coffey,MIN,F,35,813.6,11.627,rotation,NA,NA,NA,NA,NA,NA,NA,109.8,101.4,8.4,0.551,0.122
1641656,Laeticia Amihere,GSV,F,29,329.68833333333333,11.502,below threshold,NA,NA,NA,NA,NA,NA,NA,108.9,98,10.9,0.474,0.155
1631064,Chloe Bibby,MIN,F,4,51.15,11.496,below threshold,NA,NA,NA,NA,NA,NA,NA,104.3,105.4,-1,0.527,0.176
1629546,Marine Johannes,NYL,G,31,665.9216666666666,11.413,rotation,NA,NA,NA,NA,NA,NA,NA,109.4,104.4,5,0.584,0.19
1643443,Awa Fam,SEA,C,29,817.53,11.356,rotation,NA,NA,NA,NA,NA,NA,NA,103.5,109,-5.5,0.552,0.164
1643420,Laura Juskaite,TOR,F,33,805.0866666666667,11.184,rotation,NA,NA,NA,NA,NA,NA,NA,110.3,113.3,-3,0.576,0.187
1643494,Frieda Buhner,PDX,F,30,454.7366666666667,11.013,rotation,NA,NA,NA,NA,NA,NA,NA,105.8,113.3,-7.5,0.575,0.18
1630134,Sug Sutton,DAL,G,19,210.99,10.996,below threshold,NA,NA,NA,NA,NA,NA,NA,100.7,110.8,-10.1,0.52,0.17
1643470,Shay Ciezki,PHX,G,2,9.466666666666669,10.986,below threshold,NA,NA,NA,NA,NA,NA,NA,165,71.4,93.6,0.75,0.08
204468,Valeriane Ayayi,PHX,F,29,485.83,10.975,rotation,NA,NA,NA,NA,NA,NA,NA,102.6,106.4,-3.8,0.588,0.179
1643506,Teja Oblak,PDX,G,25,334.83,10.943,rotation,NA,NA,NA,NA,NA,NA,NA,99.1,106.2,-7.1,0.546,0.262
1628508,Cecilia Zandalasini,GSV,F,29,541.09,10.874,rotation,NA,NA,NA,NA,NA,NA,NA,103.7,97,6.7,0.528,0.228
204322,Elizabeth Williams,CHI,C,34,582.1466666666666,10.822,rotation,NA,NA,NA,NA,NA,NA,NA,102.1,104,-1.9,0.461,0.16
