metric,icc
mid_share,0.5062456764598718
fg3a_rate,0.36844153515409267
pullup_share,0.286919040817844
driving_share,0.27777964326299565
ra_share,0.27126457070142984
atb3_share,0.25495032568831166
corner3_share,0.19515518536490864
pace_per40,0.1913045870387398
cutting_share,0.14728584124925032
paint_share,0.14370103255605335
tov_rate,0.11772263464585325
live_ball_tov_rate,0.11772263464585325
ft_rate,0.0825709222550975
secondchance_share,0.08216349929809705
putback_share,0.06825600138112986
