game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,reason,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score
401857186,2026,2,2026-08-30,2026-08-30T19:00:00Z,5105740,Indya Nivar,20,Dream,Atlanta,Dream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,COACH'S DECISION,FALSE,21,I. Nivar,https://a.espncdn.com/i/headshots/wnba/players/full/5105740.png,Guard,G,Atlanta Dream,s:40~l:59~t:20,atlanta-dream,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,ATL,e31837,5091cc,home,TRUE,89,8,Lynx,Minnesota,Minnesota Lynx,MIN,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,266092,79bc43,81
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,1068,Nneka Ogwumike,6,Sparks,Los Angeles,Sparks,29,9,17,4,7,1,1,1,11,12,3,2,0,1,0,+25,23,TRUE,FALSE,FALSE,COACH'S DECISION,FALSE,30,N. Ogwumike,https://a.espncdn.com/i/headshots/wnba/players/full/1068.png,Forward,F,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,2566106,Dearica Hamby,6,Sparks,Los Angeles,Sparks,24,3,7,0,0,0,0,1,10,11,2,4,0,2,2,+11,6,TRUE,FALSE,FALSE,COACH'S DECISION,TRUE,5,D. Hamby,https://a.espncdn.com/i/headshots/wnba/players/full/2566106.png,Forward,F,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,2491214,Erica Wheeler,6,Sparks,Los Angeles,Sparks,19,3,4,3,4,0,0,0,0,0,4,1,1,0,2,+31,9,TRUE,FALSE,FALSE,COACH'S DECISION,FALSE,17,E. Wheeler,https://a.espncdn.com/i/headshots/wnba/players/full/2491214.png,Guard,G,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,3146151,Ariel Atkins,6,Sparks,Los Angeles,Sparks,17,2,4,0,1,0,0,0,2,2,2,1,1,0,3,+15,4,TRUE,FALSE,FALSE,COACH'S DECISION,FALSE,7,A. Atkins,https://a.espncdn.com/i/headshots/wnba/players/full/3146151.png,Guard,G,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,4398764,Rae Burrell,6,Sparks,Los Angeles,Sparks,28,7,18,0,6,8,8,1,3,4,3,1,0,4,1,+29,22,TRUE,FALSE,FALSE,COACH'S DECISION,FALSE,12,R. Burrell,https://a.espncdn.com/i/headshots/wnba/players/full/4398764.png,Guard,G,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,4433404,Cameron Brink,6,Sparks,Los Angeles,Sparks,28,3,15,1,6,4,4,1,5,6,2,1,2,4,3,-4,11,FALSE,FALSE,FALSE,COACH'S DECISION,TRUE,22,C. Brink,https://a.espncdn.com/i/headshots/wnba/players/full/4433404.png,Forward,F,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,4565515,Tonie Morgan,6,Sparks,Los Angeles,Sparks,17,1,2,0,1,1,2,0,2,2,4,1,0,2,2,-9,3,FALSE,FALSE,FALSE,COACH'S DECISION,TRUE,4,T. Morgan,https://a.espncdn.com/i/headshots/wnba/players/full/4565515.png,Guard,G,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,5105729,Chance Gray,6,Sparks,Los Angeles,Sparks,17,2,3,2,3,0,0,0,0,0,1,1,0,0,1,-13,6,FALSE,FALSE,FALSE,COACH'S DECISION,TRUE,2,C. Gray,https://a.espncdn.com/i/headshots/wnba/players/full/5105729.png,Guard,G,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,5274110,Monique Akoa Makani,6,Sparks,Los Angeles,Sparks,22,2,3,2,3,0,0,1,2,3,2,0,1,3,2,-5,6,FALSE,FALSE,FALSE,COACH'S DECISION,TRUE,1,M. Akoa Makani,https://a.espncdn.com/i/headshots/wnba/players/full/5274110.png,Guard,G,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,2284331,Emma Cannon,6,Sparks,Los Angeles,Sparks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,COACH'S DECISION,FALSE,32,E. Cannon,https://a.espncdn.com/i/headshots/wnba/players/full/2284331.png,Forward,F,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
401857187,2026,2,2026-08-30,2026-08-30T21:00:00Z,4874375,Jihyun Park,6,Sparks,Los Angeles,Sparks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,COACH'S DECISION,FALSE,6,Jihyun,https://a.espncdn.com/i/headshots/wnba/players/full/4874375.png,Forward,F,Los Angeles Sparks,s:40~l:59~t:6,los-angeles-sparks,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,LA,552583,fdb927,away,TRUE,90,14,Storm,Seattle,Seattle Storm,SEA,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,2c5235,fee11a,74
