season,group_id,group_name,group_abbreviation,group_short_name,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,stat_name,stat_display_name,stat_short_display_name,stat_description,stat_abbreviation,stat_type,display_value,value
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,gamesBehind,Games Back,GB,Games Back,GB,gamesbehind,11,11
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,leagueWinPercent,League Win Percentage,LPCT,League Winning Percentage,LPCT,leaguewinpercent,0.188,0.1875
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,losses,Losses,L,Losses,L,losses,25,25
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,playoffSeed,Position,POS,Playoff Seed,SEED,playoffseed,5,5
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,pointDifferential,Point Differential,DIFF,Point Differential,DIFF,pointdifferential,-120,-120
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,points,Points,PTS,Total Points,PTS,points,-5.0,-5
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,pointsAgainst,Points Against,PA,Total Points Against,PA,pointsagainst,3587,3587
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,pointsFor,Points For,PF,Total Points For,PF,pointsfor,3467,3467
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,streak,Streak,STRK,Current Streak,STRK,streak,L3,-3
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,winPercent,Win Percentage,PCT,Winning Percentage,PCT,winpercent,.375,0.375
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,wins,Wins,W,Wins,W,wins,15,15
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,gamesAhead,Games Ahead,GA,Games Ahead,GA,gamesahead,-,0
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,overall,Overall,OVER,Overall Record,Total,total,15-25,NA
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,Home,Home,HOME,Home Record,NA,home,10-10,NA
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,Road,Road,AWAY,Away Record,NA,road,5-15,NA
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,vs. Div.,DIV,DIV,Division Record,NA,vsdiv,0-0,NA
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,vs. Conf.,CONF,CONF,Conference Record,NA,vsconf,3-13,NA
2026,1,Eastern Conference,E,NA,19,s:40~l:59~t:19,NA,Chicago,Sky,CHI,Chicago Sky,Sky,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,Last Ten Games,Last Ten Games,L10,Record last 10 games,Last Ten,lasttengames,4-6,NA
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,avgPointsAgainst,Opponent Points Per Game,OPP PPG,Opponent Points Per Game,OPP PPG,avgpointsagainst,93.8,93.775
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,avgPointsFor,Points Per Game,PPG,Points Per Game,PPG,avgpointsfor,86.2,86.225
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,clincher,Clincher,CLINCH,Eliminated From Playoffs,CLINCH,clincher,e,4
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,differential,Average Point Differential,DIFF,Average Point Differential,DIFF,differential,-7.6,-7.59999999999999
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,divisionWinPercent,Division Win Percentage,DPCT,Division Winning Percentage,DPCT,divisionwinpercent,0.000,0
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,gamesBehind,Games Back,GB,Games Back,GB,gamesbehind,15,15
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,leagueWinPercent,League Win Percentage,LPCT,League Winning Percentage,LPCT,leaguewinpercent,0.313,0.3125
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,losses,Losses,L,Losses,L,losses,29,29
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,playoffSeed,Position,POS,Playoff Seed,SEED,playoffseed,6,6
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,pointDifferential,Point Differential,DIFF,Point Differential,DIFF,pointdifferential,-302,-302
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,points,Points,PTS,Total Points,PTS,points,-9.0,-9
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,pointsAgainst,Points Against,PA,Total Points Against,PA,pointsagainst,3751,3751
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,pointsFor,Points For,PF,Total Points For,PF,pointsfor,3449,3449
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,streak,Streak,STRK,Current Streak,STRK,streak,L4,-4
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,winPercent,Win Percentage,PCT,Winning Percentage,PCT,winpercent,.275,0.275
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,wins,Wins,W,Wins,W,wins,11,11
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,gamesAhead,Games Ahead,GA,Games Ahead,GA,gamesahead,-,0
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,overall,Overall,OVER,Overall Record,Total,total,11-29,NA
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,Home,Home,HOME,Home Record,NA,home,7-13,NA
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,Road,Road,AWAY,Away Record,NA,road,4-16,NA
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,vs. Div.,DIV,DIV,Division Record,NA,vsdiv,0-0,NA
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,vs. Conf.,CONF,CONF,Conference Record,NA,vsconf,5-11,NA
2026,1,Eastern Conference,E,NA,131935,s:40~l:59~t:131935,NA,Toronto,Tempo,TOR,Toronto Tempo,Tempo,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,Last Ten Games,Last Ten Games,L10,Record last 10 games,Last Ten,lasttengames,1-9,NA
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,avgPointsAgainst,Opponent Points Per Game,OPP PPG,Opponent Points Per Game,OPP PPG,avgpointsagainst,87.8,87.775
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,avgPointsFor,Points Per Game,PPG,Points Per Game,PPG,avgpointsfor,79.0,78.95
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,clincher,Clincher,CLINCH,Eliminated From Playoffs,CLINCH,clincher,e,4
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,differential,Average Point Differential,DIFF,Average Point Differential,DIFF,differential,-8.9,-8.89999999999999
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,divisionWinPercent,Division Win Percentage,DPCT,Division Winning Percentage,DPCT,divisionwinpercent,0.000,0
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,gamesBehind,Games Back,GB,Games Back,GB,gamesbehind,16,16
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,leagueWinPercent,League Win Percentage,LPCT,League Winning Percentage,LPCT,leaguewinpercent,0.176,0.1764706
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,losses,Losses,L,Losses,L,losses,30,30
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,playoffSeed,Position,POS,Playoff Seed,SEED,playoffseed,7,7
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,pointDifferential,Point Differential,DIFF,Point Differential,DIFF,pointdifferential,-353,-353
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,points,Points,PTS,Total Points,PTS,points,-10.0,-10
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,pointsAgainst,Points Against,PA,Total Points Against,PA,pointsagainst,3511,3511
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,pointsFor,Points For,PF,Total Points For,PF,pointsfor,3158,3158
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,streak,Streak,STRK,Current Streak,STRK,streak,L3,-3
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,winPercent,Win Percentage,PCT,Winning Percentage,PCT,winpercent,.250,0.25
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,wins,Wins,W,Wins,W,wins,10,10
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,gamesAhead,Games Ahead,GA,Games Ahead,GA,gamesahead,-,0
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,overall,Overall,OVER,Overall Record,Total,total,10-30,NA
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,Home,Home,HOME,Home Record,NA,home,7-13,NA
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,Road,Road,AWAY,Away Record,NA,road,3-17,NA
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,vs. Div.,DIV,DIV,Division Record,NA,vsdiv,0-0,NA
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,vs. Conf.,CONF,CONF,Conference Record,NA,vsconf,3-14,NA
2026,1,Eastern Conference,E,NA,18,s:40~l:59~t:18,NA,Connecticut,Sun,CON,Connecticut Sun,Sun,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,Last Ten Games,Last Ten Games,L10,Record last 10 games,Last Ten,lasttengames,3-7,NA
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,avgPointsAgainst,Opponent Points Per Game,OPP PPG,Opponent Points Per Game,OPP PPG,avgpointsagainst,83.4,83.425
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,avgPointsFor,Points Per Game,PPG,Points Per Game,PPG,avgpointsfor,91.3,91.3
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,clincher,Clincher,CLINCH,Clinched Playoff Berth,CLINCH,clincher,x,1
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,differential,Average Point Differential,DIFF,Average Point Differential,DIFF,differential,+7.9,7.89999999999999
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,divisionWinPercent,Division Win Percentage,DPCT,Division Winning Percentage,DPCT,divisionwinpercent,0.000,0
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,gamesBehind,Games Back,GB,Games Back,GB,gamesbehind,-,0
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,leagueWinPercent,League Win Percentage,LPCT,League Winning Percentage,LPCT,leaguewinpercent,0.870,0.8695652
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,losses,Losses,L,Losses,L,losses,9,9
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,playoffSeed,Position,POS,Playoff Seed,SEED,playoffseed,1,1
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,pointDifferential,Point Differential,DIFF,Point Differential,DIFF,pointdifferential,+315,315
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,points,Points,PTS,Total Points,PTS,points,11.0,11
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,pointsAgainst,Points Against,PA,Total Points Against,PA,pointsagainst,3337,3337
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,pointsFor,Points For,PF,Total Points For,PF,pointsfor,3652,3652
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,streak,Streak,STRK,Current Streak,STRK,streak,L2,-2
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,winPercent,Win Percentage,PCT,Winning Percentage,PCT,winpercent,.775,0.775
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,wins,Wins,W,Wins,W,wins,31,31
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,gamesAhead,Games Ahead,GA,Games Ahead,GA,gamesahead,-,0
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,overall,Overall,OVER,Overall Record,Total,total,31-9,NA
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,Home,Home,HOME,Home Record,NA,home,14-6,NA
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,Road,Road,AWAY,Away Record,NA,road,17-3,NA
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,vs. Div.,DIV,DIV,Division Record,NA,vsdiv,0-0,NA
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,vs. Conf.,CONF,CONF,Conference Record,NA,vsconf,20-3,NA
2026,2,Western Conference,W,NA,8,s:40~l:59~t:8,NA,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,Last Ten Games,Last Ten Games,L10,Record last 10 games,Last Ten,lasttengames,7-3,NA
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,avgPointsAgainst,Opponent Points Per Game,OPP PPG,Opponent Points Per Game,OPP PPG,avgpointsagainst,75.4,75.425
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,avgPointsFor,Points Per Game,PPG,Points Per Game,PPG,avgpointsfor,82.6,82.625
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,clincher,Clincher,CLINCH,Clinched Playoff Berth,CLINCH,clincher,x,1
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,differential,Average Point Differential,DIFF,Average Point Differential,DIFF,differential,+7.2,7.19999999999999
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,divisionWinPercent,Division Win Percentage,DPCT,Division Winning Percentage,DPCT,divisionwinpercent,0.000,0
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,gamesBehind,Games Back,GB,Games Back,GB,gamesbehind,2,2
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,leagueWinPercent,League Win Percentage,LPCT,League Winning Percentage,LPCT,leaguewinpercent,0.632,0.6315789
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,losses,Losses,L,Losses,L,losses,11,11
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,playoffSeed,Position,POS,Playoff Seed,SEED,playoffseed,2,2
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,pointDifferential,Point Differential,DIFF,Point Differential,DIFF,pointdifferential,+288,288
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,points,Points,PTS,Total Points,PTS,points,9.0,9
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,pointsAgainst,Points Against,PA,Total Points Against,PA,pointsagainst,3017,3017
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,pointsFor,Points For,PF,Total Points For,PF,pointsfor,3305,3305
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,streak,Streak,STRK,Current Streak,STRK,streak,W4,4
2026,2,Western Conference,W,NA,129689,s:40~l:59~t:129689,NA,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,NA,NA,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,winPercent,Win Percentage,PCT,Winning Percentage,PCT,winpercent,.725,0.725
