season,athlete_id,athlete_display_name,athlete_first_name,athlete_last_name,athlete_position_abbreviation,athlete_jersey,team_id,team_display_name,category,stat_label,stat_name,stat_display_name,stat_description,display_value,value
2026,1107,NA,NA,NA,NA,NA,16,Washington Mystics,miscellaneous,TECH,technicalFouls,Technical Fouls,The number of times an player or coach was called for a technical foul (unsportsmanlike conduct or violations).,0,0
2026,1107,NA,NA,NA,NA,NA,16,Washington Mystics,miscellaneous,FLAG,flagrantFouls,Flagrant Fouls,The number of fouls that the officials thought were unnecessary or excessive.,0,0
2026,1107,NA,NA,NA,NA,NA,16,Washington Mystics,miscellaneous,DQ,disqualifications,Disqualifications,The number of times a player reached the foul limit.,0,0
2026,1107,NA,NA,NA,NA,NA,16,Washington Mystics,miscellaneous,EJECT,ejections,Ejections,The number of times a player or coach is removed from the game as a result of a serious offense.,0,0
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,GP,gamesPlayed,Games Played,Games Played,151,151
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,GS,gamesStarted,Games Started,The number of games started by an athlete.,13,13
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,MIN,avgMinutes,Minutes Per Game,The average number of minutes per game.,11.4,11.4
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,PTS,avgPoints,Points Per Game,The average number of points scored per game.,5.0,5
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,OR,avgOffensiveRebounds,Offensive Rebounds Per Game,The average offensive rebounds per game.,0.9,0.9
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,DR,avgDefensiveRebounds,Defensive Rebounds Per Game,The average defensive rebounds per game.,1.9,1.9
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,REB,avgRebounds,Rebounds Per Game,The average rebounds per game.,2.8,2.8
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,AST,avgAssists,Assists Per Game,The average assists per game.,0.5,0.5
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,STL,avgSteals,Steals Per Game,The average steals per game.,0.3,0.3
2026,2284331,Emma Cannon,Emma,Cannon,F,32,6,Phoenix Mercury,averages,BLK,avgBlocks,Blocks Per Game,The average blocks per game.,0.1,0.1
